mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
1.9862937121447366,2.5280832511718803,2.8710296,3.211782049789617,-5.174509813736842,3.0369244589591484,-6.7593438500000005,5.997343033509843,6.987712616203948,1.859663172392366,6.605464,7.230152044015632,no_hand_wash
2.4303718845559006,1.0443318195439775,2.5105792,2.6446076079686,-4.464357015062111,2.358582235803038,-3.6907251,5.047387205521404,7.850394720205591,2.424749308502098,8.5969225,8.21522047405317,no_hand_wash
-0.317692144545,2.023439438586468,-1.48867745,2.04510164795118,-4.568642634787812,2.415407266454238,-5.3187393499999995,5.166087101125907,8.322494176987501,2.495680307233783,8.281379000000001,8.687512055173974,no_hand_wash
-0.13479698389902597,2.8489593152103643,-1.00770445,2.8475229427092272,-6.205444251839286,3.127100201519897,-6.1593914,6.94654913077775,5.414824922722403,4.20933412322629,7.650290849999999,6.854290271614337,no_hand_wash
7.405191368335555,1.6516914420865367,7.7742333,7.586585742970188,-5.181597010731745,1.2002065244242945,-5.422324,5.318352214800045,-1.289389504964762,0.4121698611910616,-1.3352234,1.3534659122856993,no_hand_wash
5.875146633916149,2.758547028201125,7.62694,6.488705374378471,-4.5512723792807455,1.6746943067040778,-5.4977674,4.848708214592022,1.9012722676608698,4.793344114829972,-1.2322375,5.149721307281422,no_hand_wash
1.9139419123659376,0.44034784388892295,1.9854712,1.9637906992802976,-3.1955323525137502,0.7199145478204466,-3.3787738000000003,3.2753754527744707,9.01425368735625,2.00262050911735,9.447155,9.233348561910226,no_hand_wash
1.689286528065732,0.8463733561349178,2.003434,1.8888634727302924,-3.4038251140542055,1.0387016153914332,-3.434458,3.558309344398667,8.868380846104673,2.0558904800579016,9.423204,9.102840065193035,no_hand_wash
-2.6555602717095708,1.7370970164404087,-3.0009594,3.1716789931178186,-4.066363140747525,2.343113986932251,-3.2380664,4.691201651158472,8.011981963147525,2.259807535801797,9.042397,8.32356481214342,no_hand_wash
-2.876831402298754,0.6474015852024723,-2.9853919,2.9485559232511793,-3.3737261025395635,1.4011962054576994,-3.4129028,3.652295478667378,8.610689090859502,1.9540982297302363,9.139395,8.828962049561126,no_hand_wash
-1.1115686261570512,2.4390164375361865,-1.72980285,2.6768114096386064,-2.8564578131548077,2.273046494620794,-2.0680994,3.6482230660642334,8.715812391004807,2.409445449103627,9.16574,9.041692643990153,no_hand_wash
1.005967953653125,0.44644227876688763,1.03883975,1.1002996801255018,-2.151958841513125,0.8497619993721887,-2.274071,2.313172229395134,9.5123793446875,2.1399200382955947,9.972262,9.749374769030279,no_hand_wash
1.247355867734472,0.5566134402744896,1.2837305,1.3655595971407355,-2.2016662608024844,1.3914258081813582,-2.217788,2.603341598212611,9.366365831927329,2.234107681687161,9.960886,9.62831996219643,no_hand_wash
1.6638067611084373,0.40359135905162896,1.7399817,1.7119082641040813,-3.18525293206875,0.9754012554104611,-3.4590068499999997,3.330806314022263,9.062541318543436,2.0177327679927815,9.474696999999999,9.283758830941235,no_hand_wash
1.6795690739218068,0.40105528588736994,1.7627344,1.726643142221324,-3.509414023007165,1.1201200827930622,-3.6559973,3.68330655235046,8.90252149406698,1.9863379818279907,9.372909,9.120753046373837,no_hand_wash
0.4899316273108553,1.8847840053743403,1.6507672,1.9444171838077657,-4.766234469783224,3.227691680795773,-3.8775365,5.753322074374394,7.8282264058049345,2.8530678837733174,9.221423999999999,8.330327046771897,no_hand_wash
-1.7725343755763239,0.41893965448444825,-1.8513501,1.8212198618569784,-5.378974316882554,1.2368884959099846,-5.649851,5.5189212560715495,7.757598228971028,1.7799165342455148,8.157436,7.958552862906213,no_hand_wash
-4.106738004302894,4.075761277620255,-3.0213172,5.781324483523362,-3.282016291170418,2.9021921860729285,-4.0439906,4.378043823570342,6.4554190325723475,4.190832761520108,7.9119473,7.692791508778998,no_hand_wash
-9.249554336740506,2.9106128116665726,-9.151968,9.695313986414238,-1.5747611078240507,1.5984584634679242,-1.6705261,2.2420651960416236,-0.1309595454686709,1.8427663363190612,-0.1353186,1.8445031875792914,no_hand_wash
-9.127977475118012,2.6040924441517723,-9.5471465,9.491059493752916,-0.9561641725506211,1.0512743753285914,-1.10845065,1.419857566047183,1.3641339080124224,1.4942020746990199,1.4801221,2.0215260312260668,no_hand_wash
-9.268636921725857,2.6481409588730744,-9.721384,9.6383834049846,-0.7339664593457944,0.8742390140050188,-0.6538403,1.1404471225427206,1.6087451828168224,1.4385976901167812,1.6717236,2.156658790700866,no_hand_wash
-8.638621910774999,2.377901368756202,-9.014254999999999,8.958935951899143,-1.4351926849759375,3.0117042521690265,-1.8968554,3.3319357230776556,2.2710041261575,1.7055660743643573,2.39022945,2.838542740331861,no_hand_wash
-9.017967764579438,2.4473679494953897,-9.170529,9.343162915330145,-1.6523674688919003,2.5751689602016903,-1.7794995,3.0563302443239615,0.5084881817320872,1.9699919734619427,0.34009278,2.031585261275468,no_hand_wash
-8.771304783189368,2.9902757671637583,-8.889115,9.265410404047666,-2.0554384253335547,3.1869844508485525,-1.9220031,3.787869223785441,-0.46268618551063123,2.310680082085155,-0.28620484,2.3527818855611957,no_hand_wash
-9.253969369984423,2.5370196453557874,-9.441167,9.594392449614991,-0.2062002217105919,0.7466205126926803,-0.20357665,0.7734495079679786,2.180627538068536,1.2456593175783495,2.4441175,2.510372430785525,no_hand_wash
-8.466446607998439,2.191955287456568,-8.645422,8.744733933108124,-0.3500718441646875,0.731686332892408,-0.263452145,0.8100877548376855,4.185769021370312,1.50437709123934,4.82656315,4.447104719680784,no_hand_wash
-8.42401846431677,1.9062359422477586,-8.832832,8.636349788070815,-0.8424124586565217,1.3822808834947928,-0.22513182999999998,1.6169184701381871,4.078067977779503,1.2175890007530827,4.648134150000001,4.255415055846873,no_hand_wash
-8.3561013476875,1.9324102010567537,-8.8040915,8.575952979947447,-3.0569116499093747,1.1206769271586323,-3.0374836,3.2552574200046442,2.94062310966875,0.9193061748071766,3.0201197,3.0805433131425075,no_hand_wash
-8.221655389101247,2.0356610092884715,-8.647218,8.46915720051479,-2.2607914214735203,0.9743532771062131,-2.3243666,2.461216089417031,4.174750318971962,1.3287077615949943,4.252357,4.380468542592819,no_hand_wash
-8.944531450806249,2.6573858412988014,-9.1166415,9.329752117448255,-1.1169747899921876,0.6598759554807588,-0.999920615,1.2968069323285147,2.87192728345625,1.193616840172524,2.9979657,3.1093785920944494,no_hand_wash
-8.470457337018633,2.4224885146169024,-9.0968835,8.809022255609845,-1.4184297895559006,1.1455523238700638,-1.6585510499999998,1.8221300061871375,3.448647782204969,2.2570328999204814,2.85785715,4.119653935449567,no_hand_wash
-1.69671477649375,3.62864162228511,-2.5159681000000003,4.0005917131944795,-0.29435214583749997,1.9828351516941962,0.027542724,2.0014974555147593,8.8238979179875,2.6931475039306,9.1651415,9.224508235354513,no_hand_wash
-3.6674676553457948,1.789336523601001,-3.8631666,4.079469325281142,-2.7149411497227414,3.7643422158404536,-2.7327173,4.636489363073448,8.154760418239874,2.4300570409527,8.386161,8.508049042550939,no_hand_wash
-8.328328077653062,2.53543504169416,-8.6262615,8.704459432303556,-1.6741263508462585,2.198467380176431,-1.07955505,2.7603474789311417,3.8922492951802723,1.5872077256073303,3.7140765,4.2024117047356215,no_hand_wash
-8.534640835700932,2.5021795151771795,-8.868158999999999,8.892780933124474,0.04809590768012422,1.1336068460049407,0.082628177,1.132866635647161,3.8705673550186335,1.9679708396991171,3.8793329,4.340757215882796,no_hand_wash
-4.394861817911897,3.150175167345623,-3.114723,5.404304329911636,-2.709996837453698,2.626873252727252,-3.131488,3.7712541628354717,7.040288118041479,3.4592260847584257,8.61728,7.841774366694331,no_hand_wash
-2.127099435536875,0.48992043155391735,-2.2357507,2.1826186036671293,-4.613854434642187,1.027909598632181,-4.8379393,4.726621311024483,8.243763429088125,1.8383575645764423,8.648416,8.4456280340531,no_hand_wash
-2.0334493249332297,0.5459187420996534,-2.1369561499999996,2.105235825153535,-4.508306966103416,1.2172742742339986,-4.6744793,4.669259751885167,8.39453000721677,1.949916137950899,8.766969,8.617337117497005,no_hand_wash
