mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
1.622368122277778,3.0404978572168275,-4.236819423292929,3.219179274327446,7.577852847868687,1.8442580908914854,no_hand_wash
2.556943793539906,0.6087684607462366,-6.955058295938967,1.5979713794188761,5.947941899528169,1.3663982958804735,no_hand_wash
2.4211866003906977,1.2115489899990566,-3.2104943226930236,1.4992780962621446,8.766349984905581,2.2974408321323705,no_hand_wash
0.4007994827383177,2.117460470229521,-4.023393262140187,2.6269717205809275,8.643558941957943,2.742476469541743,no_hand_wash
-1.8245162476704226,0.7382437006160616,-5.544733420035681,1.9474757503578541,7.7174432700352105,2.1099681188555737,no_hand_wash
0.7943876325995025,3.0781023809330224,-6.6229258514079605,3.3908752953613317,4.166304391731344,4.422963905375353,no_hand_wash
7.381299859721053,1.6433308742496482,-5.224318089382775,1.2236833227338704,-1.3076338238148324,0.44298562846306827,no_hand_wash
7.353435805390187,1.7177927486149325,-5.170825734740187,1.2177149724617709,-1.2576816332626168,0.32913177679768346,no_hand_wash
5.178063383698598,2.9075908000859134,-4.202212974735981,1.7436005167075799,3.4976229664411216,5.190575014110998,no_hand_wash
1.9298795430420561,0.4482012654010813,-3.150981365988318,0.7099334738835203,9.035470038558412,2.0055256927560956,no_hand_wash
1.897195766935211,0.4259098190312805,-3.2908956877666666,0.7322801537994637,8.969186427753991,1.9954212696778266,no_hand_wash
1.5776890976542057,0.9731925154694212,-3.4576047691588787,1.1595915066141755,8.819084739207945,2.0886451571786107,no_hand_wash
-2.5697173417435897,2.1030065631370043,-4.664036198369231,2.689961891194678,7.591208878357436,2.220087319669673,no_hand_wash
-2.831386208309302,0.6555464649360027,-3.1014624722395348,0.736649853546968,8.761831245668372,2.04074060882235,no_hand_wash
-2.889040775885047,0.6551312241366416,-3.4522085063,1.6356764733932452,8.54010413037944,1.958129761871988,no_hand_wash
-2.0887106892341465,2.41191214501517,-3.4545445925707314,2.578171760443896,8.154524695160974,2.2692210127834214,no_hand_wash
0.9394347201869159,0.7218543834938405,-1.9160085951742991,0.5913059360269833,9.655486370390186,2.215834700474377,no_hand_wash
0.9495164083615023,0.48570454465107205,-2.167296648564319,0.9756634569698993,9.508653570525821,2.1561658021124304,no_hand_wash
1.1878385691651163,0.4001438256369247,-1.8739249275274419,0.6787416445617875,9.509862123630697,2.2226695461578916,no_hand_wash
1.4893876179626167,0.6378690985703593,-2.876040636658878,1.7139272212401586,9.126081289216355,2.1427306174104244,no_hand_wash
1.6899178889704225,0.3821795459886653,-3.332633420549296,0.7441915011573168,9.006484823200001,2.0034437033316674,no_hand_wash
1.6788832956588784,0.41342659473251336,-3.5048298875280377,1.256922667612394,8.889895408242523,1.9911202178783873,no_hand_wash
1.6917653892448599,0.37923880637799057,-3.552161010469159,0.7905431773129691,8.91151470348972,1.977233516977723,no_hand_wash
-0.16872046262944163,2.0429376196668056,-5.4074168935431475,3.8190228415016305,7.248672401266498,3.0836856298722433,no_hand_wash
-1.7490461950700935,0.412528091233037,-5.349757685104206,1.254219978304236,7.75921747071028,1.814407837272091,no_hand_wash
-1.2885930107252337,1.1954247449597497,-4.787373117285046,1.6752508265676735,8.100627388213551,1.983154225017371,no_hand_wash
-5.863354234598039,3.9049955523778346,-2.8333913262843136,3.245541293623584,5.410870347156862,4.601426455049189,no_hand_wash
-9.158135634904761,3.1902672226255024,-1.7695313776447619,1.6288351724039336,0.2824178459314286,2.0098758108040555,no_hand_wash
-9.14232478230047,2.161479852405366,-0.6696950082455398,1.4317317788935686,0.432316919358216,1.7668342714639822,no_hand_wash
-9.26299653692093,2.8418302421780104,-1.354710453823256,0.6866651764835411,1.1464030257813953,1.5969733882335964,no_hand_wash
-8.703222060299066,2.469890050636204,-0.6543794036775701,0.6992555772046785,1.6607680481504672,1.6306095933867188,no_hand_wash
-9.092609497492957,2.678297393353656,-1.8759837718403756,1.5456634214594067,2.07630176713615,1.2417762539464836,no_hand_wash
-9.067178128280373,2.442781915530717,-0.7254353123985982,3.3606190439392987,2.0816443240672897,1.8668287886110757,no_hand_wash
-9.330281557621495,2.531196387495237,-0.7809561127397195,2.485396866230477,0.8099536473457944,2.2632222532738258,no_hand_wash
-8.476387466303738,2.4320766544348036,-3.35675883282243,2.4745156915329183,-0.19057586414345792,1.417620491442073,no_hand_wash
-8.888160933247423,3.1425767353166685,-1.3588965215948454,3.0515272552950417,-0.5597457789072164,2.558196224192332,no_hand_wash
-9.369673118317756,2.733377814177897,-0.2572748069859813,0.8600550083447214,2.0287980810280373,1.137047378676227,no_hand_wash
-9.01701207701878,2.153278185990994,-0.2366019338690141,0.5900767956493526,2.633477714882629,1.252044712194466,no_hand_wash
-8.196511507474298,2.125563561971531,-0.340001124732243,0.7500514639684818,4.880065345553738,1.165478653771886,no_hand_wash
-8.371136443364486,1.8079447175800838,-0.0026805130439252344,0.5818946541288132,4.571956147224299,1.062972690053391,no_hand_wash
-8.467082888364486,1.9977653298454585,-2.6374609812056073,0.9141199870352634,3.1110880725794394,0.8500723973079931,no_hand_wash
-8.332277755981309,1.950079914160917,-3.1984965415373834,1.1961426583550532,2.8503075743037383,0.9445197696474071,no_hand_wash
-8.156979892343458,1.814507859992553,-2.5503442371542056,0.9847689634519852,4.201628317149533,1.1782375372811171,no_hand_wash
-8.555808457746478,2.3429989808451728,-1.5350316314178403,0.7290843335907576,3.858783781314554,1.3300237075694714,no_hand_wash
-9.034675447186917,2.8373137307332894,-0.9832269852686916,0.5425122282276931,2.514215784140187,1.1473018165493996,no_hand_wash
